timestamp,open,high,low,close,volume
2024-06-10,184.12,187.23,183.79,187.12,25782798
2024-06-11,187.06,187.77,184.5373,187.27,21267098
2024-06-12,187.92,188.35,185.43,186.92,27722434
2024-06-13,186,187.67,182.666,183.64,31102268
2024-06-14,182.99,183.72,182.23,183.6607,17761345
2024-06-17,182.52,185,181.22,184.08,27601633
2024-06-18,183.735,184.29,181.43,182.88,27421346
2024-06-20,182.91,186.51,182.72,186.1,44452659
2024-06-21,187.8,189.275,185.86,189.08,67000573
2024-06-24,189.33,191,185.33,185.57,48093032
