timestamp,open,high,low,close,volume
2024-06-10 04:00:00,423.8,423.82,423.8,423.82,373
2024-06-10 04:05:00,423.65,423.65,423.65,423.65,200
2024-06-10 04:15:00,423.84,423.85,423.68,423.75,618
2024-06-10 04:25:00,423.9,423.9,423.85,423.85,518
2024-06-10 04:35:00,423.93,423.93,423.92,423.92,200
2024-06-10 04:45:00,423.76,423.77,423.75,423.75,425
2024-06-10 04:55:00,423.67,423.67,423.67,423.67,100
2024-06-10 05:20:00,423.45,423.45,423.41,423.41,300
2024-06-10 05:40:00,423.81,423.81,423.8,423.8,276
2024-06-10 06:50:00,424.19,424.21,424.19,424.21,218
2024-06-10 07:00:00,423.91,423.91,423.91,423.91,150
2024-06-10 07:15:00,424.17,424.4,424.17,424.4,780
2024-06-10 07:30:00,424.3,424.3,424.3,424.3,166
2024-06-10 07:45:00,424.45,424.45,424.45,424.45,300
2024-06-10 08:00:00,424.0,424.72,423.2,424.5,4441
2024-06-10 08:05:00,423.0,424.62,423.0,424.62,1378
2024-06-10 08:15:00,424.4,424.43,424.4,424.43,1244
2024-06-10 08:20:00,424.49,424.49,424.49,424.49,168
2024-06-10 08:30:00,424.45,424.45,424.25,424.25,400
2024-06-10 08:35:00,424.39,424.56,424.39,424.45,1569
2024-06-10 08:40:00,424.56,424.69,424.51,424.69,2257
2024-06-10 08:45:00,424.68,424.79,424.61,424.61,1570
2024-06-10 08:50:00,424.62,424.7894,424.302,424.66,2805
2024-06-10 08:55:00,424.41,424.51,424.25,424.51,2190
2024-06-10 09:00:00,424.5,424.8,424.4,424.5,2693
2024-06-10 09:05:00,424.69,424.69,424.69,424.69,100
2024-06-10 09:10:00,424.7,424.8658,424.69,424.69,2701
2024-06-10 09:15:00,424.65,424.8,424.5,424.5,1544
2024-06-10 09:20:00,424.2,424.4394,423.85,424.4394,1027
2024-06-10 09:25:00,424.02,425.23,424.02,424.22,3733
2024-06-10 09:30:00,424.66,425.5624,423.89,424.9,348163
2024-06-10 09:35:00,424.92,426.01,424.77,425.61,109406
2024-06-10 09:40:00,425.7088,425.71,424.5863,424.7,116760
2024-06-10 09:45:00,424.7,427.025,424.66,426.8987,205935
2024-06-10 09:50:00,426.84,427.8354,426.47,427.67,204504
2024-06-10 09:55:00,427.7,427.8397,426.75,426.895,183703
2024-06-10 10:00:00,426.94,427.35,426.68,426.81,102835
2024-06-10 10:05:00,426.7424,427.23,426.29,426.98,112919
2024-06-10 10:10:00,426.94,427.11,425.94,426.1876,95345
2024-06-10 10:15:00,426.17,426.24,425.62,425.73,74613
2024-06-10 10:20:00,425.74,426.25,425.69,425.8799,103506
2024-06-10 10:25:00,425.89,427.35,425.89,427.3,90543
2024-06-10 10:30:00,427.285,427.36,426.18,426.18,59435
2024-06-10 10:35:00,426.16,426.76,426.15,426.34,62765
2024-06-10 10:40:00,426.36,426.4379,426.21,426.37,40504
2024-06-10 10:45:00,426.43,426.7099,426.3796,426.46,40826
2024-06-10 10:50:00,426.47,426.71,426.46,426.599,27810
2024-06-10 10:55:00,426.57,426.76,426.2787,426.63,49362
2024-06-10 11:00:00,426.58,426.679,426.24,426.61,39510
2024-06-10 11:05:00,426.61,426.8965,426.5801,426.87,52438
2024-06-10 11:10:00,426.82,426.89,426.44,426.779,34450
2024-06-10 11:15:00,426.76,426.83,426.55,426.5899,43031
2024-06-10 11:20:00,426.5425,426.87,426.5425,426.87,38387
2024-06-10 11:25:00,426.8702,427.055,426.82,426.9001,38369
2024-06-10 11:30:00,426.96,427.35,426.96,427.25,68094
2024-06-10 11:35:00,427.28,427.56,426.96,427.46,54367
2024-06-10 11:40:00,427.53,427.67,427.41,427.57,48839
2024-06-10 11:45:00,427.549,427.63,427.12,427.215,48417
2024-06-10 11:50:00,427.225,427.42,427.2,427.36,32916
2024-06-10 11:55:00,427.39,427.44,426.69,426.88,63398
2024-06-10 12:00:00,426.875,426.95,426.71,426.85,35198
2024-06-10 12:05:00,426.86,427.03,426.8,426.95,34880
2024-06-10 12:10:00,426.95,427.19,426.95,427.1399,37301
2024-06-10 12:15:00,427.12,427.38,427.05,427.145,66802
2024-06-10 12:20:00,427.145,427.3,426.85,426.85,55435
2024-06-10 12:25:00,426.79,426.79,426.31,426.48,42434
2024-06-10 12:30:00,426.43,426.49,425.79,426.16,54526
2024-06-10 12:35:00,426.1101,426.1299,425.9,425.935,45470
2024-06-10 12:40:00,425.92,426.1,425.85,426.07,40892
2024-06-10 12:45:00,426.075,426.0899,425.84,425.9125,57927
2024-06-10 12:50:00,425.915,426.09,425.89,425.97,31589
2024-06-10 12:55:00,425.98,426.06,425.87,425.9,27287
2024-06-10 13:00:00,425.88,426.235,425.63,426.2,61528
2024-06-10 13:05:00,426.2045,426.36,426.0525,426.055,31226
2024-06-10 13:10:00,426.04,426.24,425.8,425.91,36329
2024-06-10 13:15:00,425.89,425.89,425.66,425.71,50234
2024-06-10 13:20:00,425.71,425.77,425.5,425.58,51611
2024-06-10 13:25:00,425.61,425.79,425.51,425.7228,34917
2024-06-10 13:30:00,425.69,425.7814,425.55,425.64,30558
2024-06-10 13:35:00,425.67,425.715,425.48,425.63,27013
2024-06-10 13:40:00,425.625,425.94,425.5901,425.94,65032
2024-06-10 13:45:00,425.92,426.83,425.92,426.71,75300
2024-06-10 13:50:00,426.71,426.92,426.52,426.8433,44024
2024-06-10 13:55:00,426.83,426.94,426.53,426.72,44934
2024-06-10 14:00:00,426.7299,426.779,426.47,426.73,31145
2024-06-10 14:05:00,426.79,426.959,426.1846,426.31,43106
2024-06-10 14:10:00,426.315,426.65,426.23,426.64,29652
2024-06-10 14:15:00,426.61,426.71,426.35,426.559,54666
2024-06-10 14:20:00,426.55,426.749,426.3,426.3,90615
2024-06-10 14:25:00,426.36,426.61,426.25,426.35,35137
2024-06-10 14:30:00,426.36,426.48,426.06,426.42,33956
2024-06-10 14:35:00,426.46,427.22,426.46,426.49,152359
2024-06-10 14:40:00,426.52,426.61,426.16,426.49,90703
2024-06-10 14:45:00,426.56,427.11,426.56,427.07,43017
2024-06-10 14:50:00,427.09,427.12,426.95,427.1,36123
2024-06-10 14:55:00,427.12,427.41,427.0495,427.4095,66262
2024-06-10 15:00:00,427.39,427.72,427.1801,427.6378,78339
2024-06-10 15:05:00,427.62,427.7299,427.13,427.2,86396
2024-06-10 15:10:00,427.1201,427.84,427.0,427.81,121252
2024-06-10 15:15:00,427.83,428.05,427.18,427.285,141073
2024-06-10 15:20:00,427.33,427.56,426.98,426.99,76057
2024-06-10 15:25:00,426.95,426.9806,426.81,426.96,52282
2024-06-10 15:30:00,426.955,427.09,426.69,426.94,64428
2024-06-10 15:35:00,426.935,427.05,426.765,426.78,30492
2024-06-10 15:40:00,426.78,427.33,426.63,426.9,89384
2024-06-10 15:45:00,426.905,426.93,426.6508,426.675,84871
2024-06-10 15:50:00,426.63,427.38,426.51,427.135,213374
2024-06-10 15:55:00,427.13,428.08,426.96,427.87,485632
2024-06-10 16:00:00,427.98,427.99,427.53,427.94,2044083
2024-06-10 16:05:00,427.95,427.95,427.49,427.5,85601
2024-06-10 16:10:00,427.41,427.41,427.41,427.41,100
2024-06-10 16:15:00,427.4,427.5,427.33,427.45,730
2024-06-10 16:20:00,427.43,427.43,427.43,427.43,300
2024-06-10 16:25:00,427.46,427.46,427.46,427.46,1000
2024-06-10 16:30:00,427.5,427.5,427.48,427.48,873
2024-06-10 16:35:00,427.38,427.4,427.37,427.4,1106
2024-06-10 16:40:00,427.37,427.46,427.37,427.46,1300
2024-06-10 16:45:00,427.4791,427.4791,427.451,427.451,600
2024-06-10 16:50:00,427.4999,427.5,427.45,427.5,1180
2024-06-10 16:55:00,427.5,427.5,427.42,427.42,200
2024-06-10 17:00:00,427.3901,427.44,427.3801,427.44,500
2024-06-10 17:05:00,427.87,427.87,427.87,427.87,280528
2024-06-10 17:10:00,427.3601,427.4,427.3601,427.3999,1135
2024-06-10 17:15:00,427.34,427.34,427.33,427.33,300
2024-06-10 17:20:00,427.32,427.3699,427.314,427.3699,1900
2024-06-10 17:25:00,427.33,427.37,427.31,427.31,1241
2024-06-10 17:30:00,427.31,427.31,427.31,427.31,100
2024-06-10 17:35:00,427.32,427.32,427.3198,427.3198,200
2024-06-10 17:40:00,427.32,427.32,427.32,427.32,190
2024-06-10 17:45:00,427.3107,427.87,427.3048,427.3048,1461
2024-06-10 17:50:00,427.38,427.38,427.38,427.38,168
2024-06-10 18:05:00,427.75,427.87,427.75,427.87,1500
2024-06-10 18:10:00,427.88,428.0,427.88,427.9933,2084
2024-06-10 18:15:00,427.88,427.88,427.87,427.87,388
2024-06-10 18:20:00,427.89,427.89,427.87,427.87,719
2024-06-10 18:25:00,427.7,427.7,427.7,427.7,119
2024-06-10 18:35:00,427.98,427.98,427.98,427.98,100
2024-06-10 18:50:00,427.11,427.11,427.11,427.11,100
2024-06-10 18:55:00,427.65,427.65,427.4267,427.4267,620
2024-06-10 19:00:00,427.44,427.5,427.44,427.5,400
2024-06-10 19:05:00,427.5,427.5016,427.38,427.5,1168
2024-06-10 19:10:00,427.38,427.38,427.2,427.2,703
2024-06-10 19:15:00,427.0001,427.0001,427.0,427.0,1152
2024-06-10 19:20:00,426.86,426.86,426.86,426.86,199
2024-06-10 19:25:00,426.85,427.1,426.85,427.1,270
2024-06-10 19:35:00,427.09,427.09,427.09,427.09,124
2024-06-10 19:40:00,427.06,427.38,427.0,427.0,1400
2024-06-10 19:45:00,427.0,427.0,427.0,427.0,100
2024-06-10 19:55:00,427.17,427.17,427.17,427.17,100
2024-06-11 04:00:00,427.17,427.17,427.17,427.17,230
2024-06-11 04:05:00,427.52,427.52,427.52,427.52,125
2024-06-11 04:10:00,427.47,427.47,427.47,427.47,180
2024-06-11 04:25:00,427.42,427.42,427.42,427.42,191
2024-06-11 04:35:00,427.7,427.7,427.7,427.7,100
2024-06-11 04:50:00,427.31,427.31,427.27,427.27,218
2024-06-11 05:25:00,427.0,427.0,427.0,427.0,100
2024-06-11 05:45:00,427.01,427.01,427.0,427.0,248
2024-06-11 05:55:00,427.22,427.22,427.22,427.22,270
2024-06-11 06:00:00,427.1,427.1,427.1,427.1,143
2024-06-11 06:15:00,426.9,426.9,426.9,426.9,100
2024-06-11 07:00:00,426.79,426.79,426.67,426.75,348
2024-06-11 07:05:00,426.46,426.46,425.61,425.66,1304
2024-06-11 07:10:00,425.99,426.08,425.99,426.08,300
2024-06-11 07:15:00,426.1,426.1,426.09,426.09,1003
2024-06-11 07:20:00,426.29,426.39,426.29,426.39,218
2024-06-11 07:35:00,426.1,426.1,426.1,426.1,124
2024-06-11 07:40:00,426.09,426.09,426.09,426.09,100
2024-06-11 08:00:00,426.73,427.64,426.0,427.4,8882
2024-06-11 08:05:00,426.75,427.2,426.75,427.2,256
2024-06-11 08:10:00,426.25,426.4993,426.2,426.4993,1370
2024-06-11 08:15:00,426.7652,426.7652,426.7092,426.7092,280
2024-06-11 08:20:00,426.62,426.6495,426.62,426.6495,200
2024-06-11 08:25:00,426.68,426.68,426.5,426.5,288
2024-06-11 08:30:00,426.68,426.8,426.68,426.8,617
2024-06-11 08:35:00,426.7195,426.7195,426.45,426.45,1090
2024-06-11 08:40:00,426.64,426.79,426.64,426.79,300
2024-06-11 08:45:00,426.52,426.52,426.52,426.52,100
2024-06-11 08:50:00,426.35,426.36,426.2,426.2,952
2024-06-11 08:55:00,426.39,426.39,426.39,426.39,100
2024-06-11 09:00:00,426.13,426.3998,426.05,426.05,1206
2024-06-11 09:05:00,426.0,426.11,425.8801,426.11,899
2024-06-11 09:10:00,426.3486,426.6309,426.23,426.63,467
2024-06-11 09:15:00,426.51,426.53,426.5,426.53,471
2024-06-11 09:20:00,426.0601,426.08,426.0,426.08,964
2024-06-11 09:25:00,426.39,426.64,425.07,425.42,7015
2024-06-11 09:30:00,425.44,427.36,425.25,426.8516,341854
2024-06-11 09:35:00,426.91,427.24,426.04,426.575,63397
2024-06-11 09:40:00,426.5276,427.03,426.17,426.25,72027
2024-06-11 09:45:00,426.205,426.42,425.275,425.48,96091
2024-06-11 09:50:00,425.455,425.84,425.34,425.4147,88427
2024-06-11 09:55:00,425.4,426.6,425.4,426.47,80086
2024-06-11 10:00:00,426.475,426.55,425.7,425.83,94634
2024-06-11 10:05:00,425.82,426.03,425.48,425.58,71313
2024-06-11 10:10:00,425.57,426.7,425.54,426.68,77401
2024-06-11 10:15:00,426.66,427.11,426.54,426.84,77450
2024-06-11 10:20:00,426.85,427.36,426.7516,427.21,137546
2024-06-11 10:25:00,427.27,427.42,426.99,427.34,99254
2024-06-11 10:30:00,427.33,427.48,427.18,427.35,60282
2024-06-11 10:35:00,427.39,427.634,427.27,427.58,46941
2024-06-11 10:40:00,427.54,427.92,427.47,427.89,64639
2024-06-11 10:45:00,427.87,427.96,427.56,427.75,63448
2024-06-11 10:50:00,427.76,428.24,427.66,427.93,117886
2024-06-11 10:55:00,427.97,428.13,427.75,428.13,55469
2024-06-11 11:00:00,428.14,428.175,427.75,427.95,52120
2024-06-11 11:05:00,427.96,428.39,427.9501,428.0,72054
2024-06-11 11:10:00,428.0119,428.12,427.7,427.71,47825
2024-06-11 11:15:00,427.68,427.86,427.45,427.83,30419
2024-06-11 11:20:00,427.87,427.96,427.645,427.73,22519
2024-06-11 11:25:00,427.74,428.063,427.71,428.05,35377
2024-06-11 11:30:00,428.05,428.68,428.04,428.58,80903
2024-06-11 11:35:00,428.6,428.67,428.35,428.56,43802
2024-06-11 11:40:00,428.54,428.62,428.28,428.3,77819
2024-06-11 11:45:00,428.31,428.58,428.07,428.18,67119
2024-06-11 11:50:00,428.15,428.79,428.12,428.6201,52998
2024-06-11 11:55:00,428.62,428.62,428.26,428.35,49662
2024-06-11 12:00:00,428.36,428.38,427.92,428.1397,53868
2024-06-11 12:05:00,428.1,428.1,427.79,427.79,51148
2024-06-11 12:10:00,427.81,427.98,427.63,427.89,41767
2024-06-11 12:15:00,427.87,428.16,427.84,427.95,28622
2024-06-11 12:20:00,427.97,428.06,427.56,427.68,31214
2024-06-11 12:25:00,427.65,427.7,427.35,427.59,28305
2024-06-11 12:30:00,427.59,427.7,427.44,427.6,25935
2024-06-11 12:35:00,427.6063,427.77,427.46,427.55,33061
2024-06-11 12:40:00,427.46,427.6155,427.3201,427.585,32193
2024-06-11 12:45:00,427.56,427.62,427.425,427.49,25004
2024-06-11 12:50:00,427.48,427.495,427.2,427.41,40736
2024-06-11 12:55:00,427.4,427.86,427.2297,427.82,53903
2024-06-11 13:00:00,427.85,428.78,427.72,428.29,226843
2024-06-11 13:05:00,428.31,428.68,427.8301,428.26,74224
2024-06-11 13:10:00,428.22,429.0107,428.18,428.53,77344
2024-06-11 13:15:00,428.52,428.67,428.2508,428.57,53264
2024-06-11 13:20:00,428.6,428.71,427.95,427.99,60290
2024-06-11 13:25:00,427.9954,428.295,427.979,428.23,18736
2024-06-11 13:30:00,428.215,428.52,428.2,428.24,36752
2024-06-11 13:35:00,428.24,428.82,428.23,428.75,43353
2024-06-11 13:40:00,428.81,428.82,428.45,428.8,39900
2024-06-11 13:45:00,428.82,428.9,428.72,428.8,28950
2024-06-11 13:50:00,428.825,429.05,428.72,428.93,43494
2024-06-11 13:55:00,428.915,429.14,428.88,429.1275,45181
2024-06-11 14:00:00,429.11,429.88,429.06,429.81,86987
2024-06-11 14:05:00,429.81,429.83,429.18,429.31,71588
2024-06-11 14:10:00,429.34,429.74,429.21,429.67,49962
2024-06-11 14:15:00,429.67,430.0,429.59,429.87,70917
2024-06-11 14:20:00,429.89,430.475,429.89,430.47,199771
2024-06-11 14:25:00,430.49,430.64,430.31,430.57,60448
2024-06-11 14:30:00,430.565,430.8385,430.47,430.68,102657
2024-06-11 14:35:00,430.6879,430.808,430.44,430.49,76235
2024-06-11 14:40:00,430.49,430.99,430.34,430.45,88405
2024-06-11 14:45:00,430.445,431.04,430.39,430.92,75859
2024-06-11 14:50:00,430.86,431.09,430.59,430.75,48404
2024-06-11 14:55:00,430.7497,431.06,430.62,431.06,62203
2024-06-11 15:00:00,431.07,431.32,430.94,431.23,106680
2024-06-11 15:05:00,431.25,431.56,431.15,431.22,114584
2024-06-11 15:10:00,431.24,431.34,431.1,431.24,75958
2024-06-11 15:15:00,431.235,431.51,431.22,431.4,95845
2024-06-11 15:20:00,431.39,431.96,431.34,431.91,92834
2024-06-11 15:25:00,431.9,431.9,431.4005,431.495,85039
2024-06-11 15:30:00,431.48,432.0,431.36,431.96,108844
2024-06-11 15:35:00,431.95,432.0,431.56,431.88,108565
2024-06-11 15:40:00,431.93,431.975,431.5907,431.6763,94100
2024-06-11 15:45:00,431.67,431.73,430.86,430.9005,135885
2024-06-11 15:50:00,430.88,432.02,430.78,431.78,185157
2024-06-11 15:55:00,432.2,432.82,431.83,432.65,646153
2024-06-11 16:00:00,432.68,432.8996,432.4501,432.75,2443115
2024-06-11 16:05:00,432.72,432.75,432.0,432.75,196136
2024-06-11 16:10:00,432.75,433.8,432.75,433.8,15920
2024-06-11 16:15:00,433.66,433.8,433.1,433.46,4524
2024-06-11 16:20:00,433.5,433.6,433.45,433.55,7523
2024-06-11 16:25:00,433.39,433.51,433.36,433.36,2426
2024-06-11 16:30:00,433.31,433.45,433.28,433.45,3621
2024-06-11 16:35:00,433.34,433.3805,433.28,433.34,1800
2024-06-11 16:40:00,433.2895,433.3,433.2895,433.3,259
2024-06-11 16:45:00,433.32,433.42,433.05,433.42,2723
2024-06-11 16:50:00,433.4,433.4,433.25,433.25,542
2024-06-11 16:55:00,433.1403,433.3,432.68,433.3,2146
2024-06-11 17:00:00,433.3,433.3,433.3,433.3,100
2024-06-11 17:05:00,433.35,433.35,433.35,433.35,150
2024-06-11 17:10:00,433.37,433.41,433.36,433.4,2454
2024-06-11 17:15:00,432.68,433.42,432.68,433.3,144925
2024-06-11 17:20:00,433.1705,433.3,433.1705,433.23,554
2024-06-11 17:25:00,433.3,433.4,433.2,433.4,700
2024-06-11 17:30:00,433.4492,433.4492,433.13,433.44,841
2024-06-11 17:35:00,433.21,433.43,433.21,433.43,274
2024-06-11 17:40:00,433.29,433.29,433.29,433.29,200
2024-06-11 17:45:00,433.25,433.25,433.25,433.25,250
2024-06-11 17:50:00,433.31,433.31,433.29,433.29,878
2024-06-11 17:55:00,433.0204,433.2,433.0204,433.2,1385
2024-06-11 18:00:00,433.1442,433.1442,433.1442,433.1442,100
2024-06-11 18:05:00,433.11,433.29,433.0101,433.29,750
2024-06-11 18:10:00,433.25,433.25,433.25,433.25,100
2024-06-11 18:15:00,433.3008,433.5,433.19,433.36,1764
2024-06-11 18:20:00,432.68,432.68,432.68,432.68,3030
2024-06-11 18:25:00,433.3802,433.6,433.3802,433.6,4042
2024-06-11 18:30:00,433.65,433.65,433.55,433.55,600
2024-06-11 18:35:00,433.5,433.53,433.5,433.51,759
2024-06-11 18:45:00,433.55,433.71,433.5001,433.502,2073
2024-06-11 18:50:00,433.51,433.7,433.51,433.68,727
2024-06-11 18:55:00,433.7,433.71,433.69,433.69,900
2024-06-11 19:00:00,433.8,433.8,433.57,433.57,450
2024-06-11 19:05:00,433.68,433.68,433.62,433.62,258
2024-06-11 19:10:00,433.6999,433.6999,433.63,433.63,300
2024-06-11 19:15:00,433.57,433.57,433.4,433.4,834
2024-06-11 19:20:00,433.5,433.5,433.19,433.19,543
2024-06-11 19:25:00,433.2,433.2,433.12,433.12,300
2024-06-11 19:35:00,433.44,433.44,433.33,433.33,289
2024-06-11 19:40:00,433.4,433.46,433.2,433.2,2040
2024-06-11 19:50:00,433.39,433.39,433.2999,433.2999,920
2024-06-12 04:00:00,433.31,433.31,433.31,433.31,468
2024-06-12 04:05:00,433.74,434.04,433.74,434.04,691
2024-06-12 04:10:00,434.19,434.9,434.19,434.9,1218
2024-06-12 04:15:00,434.88,434.97,434.88,434.89,888
2024-06-12 04:20:00,434.74,435.0,434.65,435.0,2382
2024-06-12 04:25:00,434.91,434.91,434.91,434.91,294
2024-06-12 04:30:00,434.77,434.77,434.77,434.77,200
2024-06-12 04:35:00,434.88,434.93,434.88,434.93,770
2024-06-12 04:40:00,435.0,435.0,435.0,435.0,380
2024-06-12 04:50:00,435.29,435.74,435.29,435.74,1138
2024-06-12 04:55:00,435.81,435.81,435.81,435.81,100
2024-06-12 05:00:00,435.55,435.55,435.55,435.55,200
2024-06-12 05:05:00,435.63,435.63,435.62,435.62,225
2024-06-12 05:10:00,435.61,435.63,435.5,435.5,1486
2024-06-12 05:15:00,435.5,435.5,435.5,435.5,1090
2024-06-12 05:20:00,435.5,435.63,435.43,435.63,753
2024-06-12 05:25:00,435.62,435.62,435.45,435.45,300
2024-06-12 05:45:00,435.1,435.2,435.04,435.2,840
2024-06-12 05:50:00,435.31,435.43,435.31,435.43,725
2024-06-12 05:55:00,435.35,435.35,435.05,435.05,1654
2024-06-12 06:05:00,435.07,435.07,435.0,435.0,470
